,id,name,rating,time,servings,yield,course0,cuisine0,Piquant,Sour,Salty,Sweet,Bitter,Meaty,cuisine1,holiday0,holiday1,holiday2,course1,cuisine2,course2,course3,holiday3,cuisine3,course4,holiday4,Cajun & Creole,Spanish,Hawaiian,Kid-Friendly,Indian,English,Greek,Thai,Southwestern,Italian,Mediterranean,Irish,Southern & Soul Food,Hungarian,American,Mexican,Swedish,Moroccan,Barbecue,German,Asian,Portuguese,Vietnamese,Japanese,Cuban,French,Chinese,Breads,Soups,Afternoon Tea,Cocktails,Beverages,Lunch and Snacks,Main Dishes,Appetizers,Breakfast and Brunch,Desserts,Condiments and Sauces,Side Dishes,Salads,Game Day,Christmas,Unnamed: 69,4th of July,New Year,Passover,Sommer Cocktail Party,Fall,Winter,Chinese New Year,Valentine's Day,Thanksgiving,Thanksgivukkah,Spring,Summer,Hanukkah,Sunday Lunch,Easter,St. Patrick's Day,Halloween,number_of_ingredients,taste_sum,parsed,failed,ingredient0,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient0qty,ingredient0type,ingredient1qty,ingredient1type,ingredient2qty,ingredient2type,ingredient3qty,ingredient3type,ingredient4qty,ingredient4type,ingredient5qty,ingredient5type,ingredient6qty,ingredient6type,ingredient7qty,ingredient7type,ingredient8qty,ingredient8type,ingredient9qty,ingredient9type,ingredient10qty,ingredient10type,ingredient11qty,ingredient11type,ingredient12qty,ingredient12type,ingredient13qty,ingredient13type,ingredient14qty,ingredient14type,ingredient15qty,ingredient15type,ingredient16qty,ingredient16type,ingredient17qty,ingredient17type,ingredient18qty,ingredient18type,ingredient19qty,ingredient19type,amount_error
10106,Spaghetti-alla-Puttanesca-1373157,Spaghetti alla Puttanesca,4,2400.0,4.0,,Main Dishes,Italian,0.1667,0.6667,0.1667,0.1667,0.6667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.0002,True,0,olive oil,red chili flakes,chopped onion,cloves,anchovy fillets,capers,black olives,tomatoes,salt and pepper to taste,salt and pepper to taste,spaghetti,chopped parsley,pecorino romano,,,,,,,,14.787,vol,2.4645,vol,1.0,whole,2.0,whole,14.787,vol,14.787,vol,1.0,whole,793.8000000000001,wt,0.0,whole,0.0,whole,453.6,wt,1.0,whole,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10108,Pan_grilled-Chicken-With-Cranberry-Salsa-My-Recipes,Pan-Grilled Chicken with Cranberry Salsa,4,1800.0,4.0,"4 servings (serving size: 1 chicken breast half, 1/3 cup sauce, and 2 teaspoons cilantro cream)",Main Dishes,American,0.0,0.3333,0.6667,0.6667,0.5,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.8334,True,0,chicken breast halves,salt,black pepper,minced onion,jalapeño pepper,balsamic vinegar,cranberries,fresh cilantro,lime juice,cream cheese,,,,,,,,,,,0.0,wt,1.23225,vol,0.616125,vol,78.86333333333333,vol,14.787,vol,9.858,vol,0.0,wt,29.574,vol,22.180500000000002,vol,29.574,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10122,Pasta-Puttanesca-511751,Pasta Puttanesca,5,2700.0,4.0,4,Main Dishes,Italian,0.1667,0.3333,0.3333,0.1667,0.3333,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.5,True,0,extra virgin olive oil,finely chopped onion,"garlic cloves, minced",anchovy,red chili flakes,capers,kalamata olives,tomatoes,salt,sugar,black pepper,penne,parmesan cheese,,,,,,,,59.148,vol,1.0,whole,2.0,whole,4.0,whole,2.4645,vol,9.858,vol,118.295,vol,396.90000000000003,wt,2.4645,vol,4.929,vol,2.4645,vol,1.0,whole,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10125,Fiesta-Salad-My-Recipes_1,Fiesta Salad,4,,8.0,Makes 8 servings,Main Dishes,Southwestern,0.5,0.3333,0.6667,0.5,0.6667,1.0,,,,,Salads,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.6667,True,0,lean beef,ground pork,water,onion,chili powder,avocado,onion,lemon juice,tortillas,salad greens,salsa,cheddar cheese,black olives,tomatoes,,,,,,,453.6,wt,453.6,wt,177.4425,vol,0.0,wt,14.787,vol,2.0,whole,0.0,wt,7.3935,vol,0.0,wt,0.0,wt,0.0,wt,236.59,vol,63.7875,wt,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10151,Baked-Pasta-474759,Baked Pasta,4,2400.0,8.0,serves 8,Main Dishes,Kid-Friendly,0.0,0.1667,1.0,0.8333,0.6667,0.8333,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.5,True,0,pasta,ground beef,garlic,pepper,mozzarella cheese,parmesan cheese,marinara sauce,,,,,,,,,,,,,,0.0,wt,340.20000000000005,wt,0.0,whole,0.0,whole,473.18,vol,236.59,vol,1.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10154,Panuchos-AllRecipes-39228,Panuchos,5,1200.0,8.0,8 servings,Main Dishes,Mexican,0.0,0.3333,0.5,0.1667,0.3333,0.3333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.6666,True,0,corn tortillas,oil,beans,chicken,salsa,red onion,avocado,,,,,,,,,,,,,,8.0,whole,0.0,wt,236.59,vol,709.77,vol,236.59,vol,0.0,whole,1.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10155,Asparagus_-Potato_-And-Onion-Frittata-Allrecipes,"Asparagus, Potato, and Onion Frittata",4,2700.0,6.0,6 servings,Main Dishes,Italian,0.0,0.3333,0.8333,0.3333,0.6667,0.6667,,Spring,,,Breakfast and Brunch,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,2.8333,True,0,olive oil,potatoes,chopped onion,salt,ground black pepper,asparagus,ham,eggs,milk,mozzarella cheese,cheddar cheese,fresh basil,,,,,,,,,29.574,vol,2.0,whole,59.1475,vol,2.4645,vol,1.23225,vol,453.6,wt,236.59,vol,6.0,whole,14.787,vol,118.295,vol,118.295,vol,14.787,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10159,Root-Beer-Sloppy-Joes-518797,Root Beer Sloppy Joes,4,2100.0,4.0,serves 4,Main Dishes,American,0.3333,0.6667,0.6667,0.6667,0.6667,0.6667,,,,,Lunch and Snacks,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.6668,True,0,olive oil,"garlic cloves, minced",sirloin,chili powder,salt,pepper,beer,tomato sauce,green chilies,worcestershire sauce,scallions,hamburger buns,,,,,,,,,14.787,vol,3.0,whole,453.6,wt,7.3935,vol,3.69675,vol,1.23225,vol,236.59,vol,157.72666666666666,vol,0.0,wt,22.180500000000002,vol,118.295,vol,4.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10166,Grilled-Basil-Chicken-Sandwiches-MyRecipes-244347,Grilled Basil Chicken Sandwiches,4,1800.0,4.0,Serves 4,Main Dishes,American,0.3333,0.5,0.5,0.5,0.5,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3.0,True,0,basil leaves,mayonnaise,cloves garlic,balsamic vinegar,kosher salt,pepper,chicken breast halves,bread,tomatoes,,,,,,,,,,,,0.0,whole,118.295,vol,1.0,whole,4.929,vol,2.4645,vol,2.4645,vol,2.0,whole,4.0,whole,1.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10180,Vegetable-pasta-pizza-303874,Vegetable Pasta Pizza,4,3600.0,6.0,6,Main Dishes,Italian,0.0,0.3333,0.5,0.6667,0.3333,0.5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.3333,True,0,pasta,parmesan cheese,butter,vegetable oil,medium onion,red bell pepper,savory,milk,spinach,eggs,mozzarella cheese,,,,,,,,,,226.8,wt,118.295,vol,44.361000000000004,vol,29.574,vol,1.0,whole,1.0,whole,0.0,vol,118.295,vol,283.5,wt,4.0,whole,236.59,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10181,Thai-Curry-Turkey-My-Recipes,Thai Curry Turkey,4,,4.0,4 servings (serving size: 1 cup turkey mixture and about 1 1/4 cups rice),Main Dishes,Asian,0.1667,1.0,0.3333,0.6667,0.5,0.3333,Thai,Fall,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,3.0,True,0,jasmine rice,water,kosher salt,coconut milk,chicken fat,greens,fish sauce,brown sugar,sweet potatoes,turkey breast,green peas,cilantro sprigs,red bell pepper,lime wedges,,,,,,,473.18,vol,709.77,vol,2.4645,vol,236.59,vol,59.1475,vol,4.929,vol,14.787,vol,29.574,vol,354.885,vol,473.18,vol,177.4425,vol,59.1475,vol,59.1475,vol,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10191,Mexican_Style-Lasagna-Martha-Stewart,Mexican-Style Lasagna,4,4800.0,4.0,servings: 4,Main Dishes,Mexican,0.5,0.6667,0.1667,0.5,1.0,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.5001,True,0,fresh cilantro,chopped scallions,coarse salt and pepper,coarse salt and pepper,baby spinach,nonstick cooking spray,corn tortillas,pinto beans,salsa,cheese,,,,,,,,,,,236.59,vol,4.0,whole,0.0,wt,0.0,wt,283.5,wt,0.0,wt,8.0,whole,439.425,wt,236.59,vol,226.8,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10192,Seared-Scallops-with-Fennel-and-Grapefruit-Salad-MyRecipes-243693,Seared Scallops with Fennel and Grapefruit Salad,4,1620.0,4.0,4 servings,Main Dishes,American,0.0,0.5,0.5,0.0,0.5,0.8333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.3333,True,0,grapefruit,fennel bulb,flat-leaf parsley leaves,extra-virgin olive oil,kosher salt,sea scallops,black pepper,,,,,,,,,,,,,,0.0,wt,709.77,vol,177.4425,vol,14.787,vol,2.4645,vol,680.4000000000001,wt,1.23225,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10193,Chicken-Enchilada-Quesadillas-1014967,Chicken Enchilada Quesadillas,4,1500.0,4.0,serves 4,Main Dishes,Mexican,0.6667,0.1667,0.8333,0.3333,0.8333,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.5,True,0,chicken breasts,tomato sauce,jalapeno,chili powder,chili powder,cumin,garlic powder,onion powder,salt to taste,olive oil,flour tortillas,chopped onion,avocado,cheese,,,,,,,473.18,vol,236.59,vol,1.0,whole,4.929,vol,4.929,vol,4.929,vol,4.929,vol,4.929,vol,4.929,vol,29.574,vol,4.0,whole,0.5,whole,1.0,whole,473.18,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10204,Black-Bean-And-Artichoke-Burritos-Allrecipes,Black Bean and Artichoke Burritos,4,2400.0,8.0,8 burritos,Main Dishes,Mexican,0.0,0.8333,0.5,0.6667,1.0,0.8333,,Spring,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3.8333,True,0,black beans,vegetable oil,artichoke hearts,medium onion,cloves garlic,flour tortillas,cheddar cheese,tomatoes,,,,,,,,,,,,,425.25,wt,14.787,vol,283.5,wt,1.0,whole,3.0,whole,8.0,whole,473.18,vol,0.0,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10213,Three-Cheese-Pasta-with-Italian-Sausage-570049,Three Cheese Pasta with Italian Sausage,4,1320.0,4.0,4+,Main Dishes,Italian,0.0,0.1667,0.1667,0.3333,0.1667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.0001,True,0,italian sausage,pasta,tomatoes,water,pasta,ricotta,parmesan,mozzarella,basil,,,,,,,,,,,,226.8,wt,680.4000000000001,wt,411.07500000000005,wt,118.295,vol,709.77,vol,236.59,vol,59.1475,vol,118.295,vol,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10214,Guacamole-Taco-Crunch-Burgers-1019647,Guacamole Taco Crunch Burgers,5,1800.0,4.0,4 burgers,Main Dishes,Mexican,0.6667,0.3333,0.6667,0.1667,0.8333,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.3334,True,0,ground beef,onion,chili powder,dried oregano,ground cumin,sea salt and black pepper,sea salt and black pepper,monterey jack cheese,hamburger buns,avocado,jalapeno pepper,fresh lemon juice,sour cream,tomatoes,coarse salt and pepper,coarse salt and pepper,chopped fresh parsley,corn tortillas,tomatoes,lettuce,453.6,wt,59.1475,vol,2.4645,vol,4.929,vol,2.4645,vol,0.0,whole,0.0,whole,4.0,whole,4.0,whole,2.0,whole,1.0,whole,14.787,vol,59.1475,vol,59.1475,vol,0.0,whole,0.0,whole,14.787,vol,0.0,whole,0.0,vol,0.0,vol,0
10216,Grilled-Baby-Back-Ribs-MyRecipes-244672,Grilled Baby Back Ribs,4,42000.0,6.0,Makes 6 servings,Main Dishes,American,0.3333,0.5,0.0,0.1667,0.1667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.3334,True,0,kosher salt,ground black pepper,red pepper,pork,lime,barbecue sauce,,,,,,,,,,,,,,,14.787,vol,14.787,vol,2.4645,vol,2494.8,wt,2.0,whole,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10219,Indian_spiced-Roast-Salmon-My-Recipes_1,Indian-Spiced Roast Salmon,4,1800.0,1.0,"4 servings (serving size: 1 fillet, 1 tablespoon yogurt, and 1 lemon wedge)",Main Dishes,American,0.3333,0.3333,0.5,0.0,0.5,1.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.6666,True,0,ground cumin,ground coriander,ground turmeric,dried thyme,fennel seeds,black pepper,ground cinnamon,ground cloves,salmon fillet,salt,olive oil,plain yogurt,lemon wedges,,,,,,,,4.929,vol,4.929,vol,2.4645,vol,2.4645,vol,2.4645,vol,2.4645,vol,1.23225,vol,0.616125,vol,0.0,wt,2.4645,vol,4.929,vol,59.1475,vol,4.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10225,Beef-Tenderloin-Martha-Stewart,Beef Tenderloin,4,3600.0,8.0,servings: 8,Main Dishes,American,0.0,0.0,0.3333,0.0,0.3333,1.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.6666,True,0,beef,olive oil,coarse salt and pepper,coarse salt and pepper,horseradish,sauce,,,,,,,,,,,,,,,1134.0,wt,14.787,vol,0.0,wt,0.0,wt,0.0,vol,0.0,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10230,Macaroni-and-Cheese-471738,Macaroni and Cheese,5,,6.0,yield:6 ,Side Dishes,Kid-Friendly,0.3333,0.6667,1.0,0.6667,0.8333,1.0,Southern & Soul Food,,,,Main Dishes,American,Lunch and Snacks,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4.5,True,0,elbow macaroni,milk,salted butter,all-purpose flour,salt,tabasco sauce,ground pepper,heavy cream,cheddar cheese,,,,,,,,,,,,226.8,wt,473.18,vol,59.1475,vol,59.1475,vol,4.929,vol,2.4645,vol,0.0,wt,118.295,vol,453.6,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10232,Smothered-Chicken-In-Mushroom-Ragout-My-Recipes,Smothered Chicken in Mushroom Ragout,4,1500.0,1.0,"4 servings (serving size: 1 chicken breast half, 1 cup noodles, and 3/4 cup mushroom ragout)",Main Dishes,French,0.0,0.3333,0.3333,0.5,1.0,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.8333,True,0,olive oil,chicken breast halves,black pepper,cremini mushrooms,shiitake mushrooms,leeks,dry white wine,chicken fat,sherry,salt,sour cream,egg noodles,freshly ground black pepper,chopped fresh parsley,,,,,,,4.929,vol,0.0,wt,1.23225,vol,946.36,vol,946.36,vol,473.18,vol,78.86333333333333,vol,78.86333333333333,vol,14.787,vol,1.23225,vol,236.59,vol,946.36,vol,0.0,wt,0.0,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10237,Fish-Provencal-1021114,Fish Provençal,4,2100.0,4.0,serves 4,Main Dishes,French,0.1667,0.1667,0.1667,0.1667,0.1667,0.5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.3335,True,0,halibut fillets,salt and freshly ground pepper to taste,salt and freshly ground pepper to taste,dry white wine,ripe tomatoes,extra-virgin olive oil,"garlic cloves, minced",fresh tarragon,chopped flat-leaf parsley,fresh thyme leaves,dry bread crumbs,,,,,,,,,,226.8,wt,0.0,wt,0.0,wt,29.574,vol,453.6,wt,44.361000000000004,vol,1.0,whole,14.787,vol,14.787,vol,1.23225,vol,44.361000000000004,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10240,Southwestern-Twice-Baked-Potatoes-1194994,Southwestern Twice-Baked Potatoes,4,4800.0,16.0,16 servings,Main Dishes,Southwestern,0.5,0.6667,0.5,0.1667,0.1667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.1668000000000003,True,0,russet potatoes,ground beef,yellow onion,red bell pepper,corn,black beans,"garlic cloves, minced",chili powder,kosher salt,cumin,sour cream,cheddar cheese,sour cream,sour cream,sour cream,sour cream,sour cream,,,,3628.8,wt,453.6,wt,1.0,whole,1.0,whole,236.59,vol,382.725,wt,2.0,whole,14.787,vol,9.858,vol,7.3935,vol,78.86333333333333,vol,473.18,vol,0.0,whole,0.0,whole,0.0,whole,0.0,whole,0.0,whole,0.0,,0.0,,0.0,,0
10259,Carnitas-514144,Carnitas,5,7200.0,8.0,Serves 8,Main Dishes,Mexican,0.0,1.0,1.0,0.5,1.0,0.3333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.8333,True,0,pork shoulder,cold water,white onion,orange,vegetable oil,cloves garlic,bay leaf,sweetened condensed milk,dried oregano,kosher salt,kosher salt,kosher salt,,,,,,,,,1814.4,wt,709.77,vol,1.0,whole,1.0,whole,59.1475,vol,8.0,whole,3.0,whole,14.787,vol,9.858,vol,9.858,vol,9.858,vol,9.858,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10262,Stacked-Roasted-Vegetable-Enchiladas-1315197,Stacked Roasted Vegetable Enchiladas,4,1800.0,6.0,serves 5-6,Main Dishes,Southwestern,0.8333,0.8333,0.8333,0.1667,0.8333,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.6666,True,0,red pepper,zucchini,yellow squash,chopped onion,olive oil,salt and pepper,salt and pepper,black beans,ground cumin,chili powder,"garlic cloves, minced",jalapeño,fresh cilantro,salt and pepper to taste,salt and pepper to taste,sauce,corn tortillas,monterey jack cheese,,,1.0,whole,1.0,whole,1.0,whole,1.0,whole,14.787,vol,0.0,whole,0.0,whole,1.0,whole,4.929,vol,4.929,vol,2.0,whole,1.0,whole,118.295,vol,0.0,whole,0.0,whole,473.18,vol,9.0,whole,473.18,vol,0.0,,0.0,,0
10267,Grilled-Chicken-Tacos-with-Pumpkin-Seed-Sauce-Serious-Eats-280693,Grilled Chicken Tacos with Pumpkin Seed Sauce,5,2700.0,4.0,serves 4,Main Dishes,Mexican,0.6667,0.3333,0.1667,0.1667,0.6667,0.8333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.8334,True,0,chicken breasts,pumpkin seeds,large garlic cloves,white onion,tomatillos,romaine lettuce,jalapeño pepper,chopped cilantro,olive oil,lime juice,avocado,corn tortillas,,,,,,,,,680.4000000000001,wt,85.05000000000001,wt,1.0,whole,1.0,whole,3.0,whole,1.0,whole,1.0,whole,78.86333333333333,vol,14.787,vol,4.929,vol,1.0,whole,8.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
10273,Steamed-Fish-On-Soft-Tofu-With-Black_bean-Sauce-My-Recipes,Steamed Fish on Soft Tofu with Black-bean Sauce,4,1800.0,4.0,Makes 4 servings,Main Dishes,Asian,0.0,0.1667,0.5,0.1667,0.1667,0.6667,Chinese,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.6667999999999998,True,0,tofu,tofu,black beans,dry sherry,sesame oil,soy sauce,dark soy sauce,dark soy sauce,dark soy sauce,minced garlic,sugar,halibut fillets,fresh ginger,green onions,,,,,,,510.3,wt,510.3,wt,14.787,vol,14.787,vol,14.787,vol,9.858,vol,9.858,vol,9.858,vol,9.858,vol,4.929,vol,1.23225,vol,453.6,wt,14.787,vol,2.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
